NPI,lst_nm,frst_nm,measure_cd,measure_title,attestation_value,patient_count,star_value,collection_type
1811900442,PATEL,VASANT,IA_EC_BMH_4,Depression screening,Y,,,
1811920333,RIAD,MAMDOUH,IA_EC_BMH_4,Depression screening,Y,,,
1811938533,ASGARI,BARDIA,IA_EC_BMH_4,Depression screening,Y,,,
1831170836,SETTI,LARA,IA_EC_BMH_4,Depression screening,Y,,,
1831359637,ZACHARATOS,MARIO,IA_EC_BMH_4,Depression screening,Y,,,
1841267457,LICHT,PETER,IA_EC_BMH_4,Depression screening,Y,,,
1841486149,MARKS,DAVID,IA_EC_BMH_4,Depression screening,Y,,,
1841533858,LARSOW,TIANA,IA_EC_BMH_4,Depression screening,Y,,,
1851373773,CHEUNG,CHI,IA_EC_BMH_4,Depression screening,Y,,,
1861465593,KANJOLIA,ANAND,IA_EC_BMH_4,Depression screening,Y,,,
1861655466,BARBU,ANTONELA,IA_EC_BMH_4,Depression screening,Y,,,
1871669978,MATHIAS,ELLIOT,IA_EC_BMH_4,Depression screening,Y,,,
1881700631,TRISTINE,EDWARD,IA_EC_BMH_4,Depression screening,Y,,,
1891082079,ROSARIO TEJEDA,LINETTE,IA_EC_BMH_4,Depression screening,Y,,,
1891923058,PHILBRICK,JOSHUA,IA_EC_BMH_4,Depression screening,Y,,,
1902251937,YAZHEMSKIY,ARTHUR,IA_EC_BMH_4,Depression screening,Y,,,
1902848609,TARKHAN,ISMAIL,IA_EC_BMH_4,Depression screening,Y,,,
1902895436,DREZNICK,JEFFREY,IA_EC_BMH_4,Depression screening,Y,,,
1922065200,TOUBIA,NABIL,IA_EC_BMH_4,Depression screening,Y,,,
1922166529,PINCUS,JAYNE,IA_EC_BMH_4,Depression screening,Y,,,
1922536226,DIBO,PAULA,IA_EC_BMH_4,Depression screening,Y,,,
1952358749,ALSDORF,STEPHEN,IA_EC_BMH_4,Depression screening,Y,,,
1952395022,DICENSO,ANGELO,IA_EC_BMH_4,Depression screening,Y,,,
1952467672,STREIT,SAMUEL,IA_EC_BMH_4,Depression screening,Y,,,
1962885368,NAIK,DEEPTHI,IA_EC_BMH_4,Depression screening,Y,,,
1972578508,O NEILL,DANIEL,IA_EC_BMH_4,Depression screening,Y,,,
1972935476,ABDELRAHMAN,ABD ALMONEM,IA_EC_BMH_4,Depression screening,Y,,,
1982627188,WILCON,RICHARD,IA_EC_BMH_4,Depression screening,Y,,,
1982679601,SWEENEY,FRANCIS,IA_EC_BMH_4,Depression screening,Y,,,
1982766325,WESLER,LEE,IA_EC_BMH_4,Depression screening,Y,,,
1992901508,BIGGS,GRACE,IA_EC_BMH_4,Depression screening,Y,,,
1992942189,PENA-SISTO,CECILIA,IA_EC_BMH_4,Depression screening,Y,,,
1720044811,RIVERA,JOHN,IA_EC_BMH_5,MDD prevention and treatment interventions,Y,,,
1174505507,MULDER,DAVID,IA_EC_BMH_6,Implementation of co-location PCP and MH services,Y,,,
1376798728,DIMITROV,DIMITAR,IA_EC_BMH_6,Implementation of co-location PCP and MH services,Y,,,
1497861587,SIEGEL,JUDSON,IA_EC_BMH_6,Implementation of co-location PCP and MH services,Y,,,
1679538714,JEWETT,FREDERIC,IA_EC_BMH_6,Implementation of co-location PCP and MH services,Y,,,
1558437269,CAMPOS,HELAR,IA_EC_BMH_8,Electronic Health Record Enhancements for BH data capture,Y,,,
1205823515,GRIGER,DONALD,IA_EC_BMH_9,Unhealthy Alcohol Use for Patients with Co-occurring Conditions of Mental Health and Substance Abuse and Ambulatory Care Patients,Y,,,
1003037300,BRAND,STEPHEN,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1023077898,KAPLAN,JONATHAN,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1023190634,WREDE,JAMES,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1073799417,SARDO,MARGO,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1104897784,HINDMAN,STEVEN,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1215928619,BOOK,SAMUEL,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1245256528,JELLINEK,NATHANIEL,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1265490775,ARMSTRONG,RICHARD,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1275735888,MCLEOD,ANDREW,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1285644039,GRAY,JENNIFER,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1356351126,ILER,LYNN,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1396815692,BOISVERT,JACQUELINE,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1437258928,CUNNINGHAM,DOROTHY,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1508969387,HIGGINSON,MICHELLE,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1518042092,EGAN,KENNETH,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1588082200,BALTZ,JULIA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1619974102,ALBERT,LEE,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1649253931,STEVENS,MICHAEL,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1669427407,LAROCHE,PAULA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1710407325,RAJINIKANTH,MONISHA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1750355467,NAU,AMY,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1760599955,WERBITT,RAND,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1770538563,ZHOU,HUA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1811977804,CARNEY GODLEY,KATHLEEN,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1841292802,OSTROM,HAL,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1952378127,GODWIN,LOYD,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1962758193,BABINSKI,KATARZYNA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1992831309,LENZY,YOLANDA,IA_EC_CC_1,Implementation of Use of Specialist Reports Back to Referring Clinician or Group to Close Referral Loop,Y,,,
1407822992,RESNICK,JEFFREY,IA_EC_CC_10,Care transition documentation practice improvements,Y,,,
1447265228,KURISH,DAVID,IA_EC_CC_10,Care transition documentation practice improvements,Y,,,
1356351126,ILER,LYNN,IA_EC_CC_12,Care coordination agreements that promote improvements in patient tracking across settings,Y,,,
1447265228,KURISH,DAVID,IA_EC_CC_12,Care coordination agreements that promote improvements in patient tracking across settings,Y,,,
1588082200,BALTZ,JULIA,IA_EC_CC_12,Care coordination agreements that promote improvements in patient tracking across settings,Y,,,
1023012424,STAGIAS,JOHN,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1063693489,BOYLE,JAMES,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1275735888,MCLEOD,ANDREW,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1336382373,AFFONSO,JESSE,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1407822992,RESNICK,JEFFREY,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1427041904,SMITH,ANDREW,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1518042092,EGAN,KENNETH,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1548253172,WILLIS,JOHN,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1679547830,GUARNIERI,KENNETH,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1710407325,RAJINIKANTH,MONISHA,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1750355467,NAU,AMY,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1760445530,REMIA,LEONARD,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1760599955,WERBITT,RAND,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1912960741,SHARMA,ISHWARA,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1942293014,KINKEAD,TIMOTHY,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1952364523,KACPRZAK,KRZYSZTOF,IA_EC_CC_13,Practice Improvements for Bilateral Exchange of Patient Information,Y,,,
1043492028,COYLE,BRIAN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1053344424,FERNEINI,ANTOINE,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1053407304,RANA,SUNIL,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1073995163,TOCCI,ELIZABETH,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1104856921,GOWDA,MADHU,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1144217670,KOFF,AMY,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1144327214,MARELLA,PAULA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1205823515,GRIGER,DONALD,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1215143953,TOOSY,KAISER,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1265490775,ARMSTRONG,RICHARD,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1265493183,WOLF,WALTER,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1295841682,HEADLEY,ANNETTE,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1316977242,CASTIGLIONE,FRANK,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1346505120,GIROUARD,SASHA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1356351126,ILER,LYNN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1376557199,CARROLL,CAROLYN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1376597427,HAJ DARWISH,YUSEF,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1376864371,MALIK,MOHSIN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1386691079,IRVINE,THOMAS,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1396707857,MEUNIER,ERIK,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1417918053,BLACK,TAMMIE,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1437258928,CUNNINGHAM,DOROTHY,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1447265228,KURISH,DAVID,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1477572816,KUPERMAN BEADE,MARINA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1497136758,MICELI,ALYSSA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1497790026,DENATALE,RALPH,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1518349877,DE MOLL,ELLEN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1538423272,PERICA,LAUREN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1538468772,HUGHART,ROSEMARA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1568544914,SHERLINE,NADIA,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1588611214,DAGOSTINO,ROBERT,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1619974102,ALBERT,LEE,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1659454940,GOTTIPARTHY,SREEDHAR,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1700827938,PATEL,KANU,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1700894177,KARLIN,ROGER,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1750372272,FETTINGER,PATRICK,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1780624213,FISKE,WILLIAM,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1811977804,CARNEY GODLEY,KATHLEEN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1821060351,GOFFIN,SCOTT,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1821066291,SAMEL,ANDREW,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1831174051,GERSTENHABER,BRETT,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1841429206,HAMILTON,HEATHER,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1851350524,EDELGLASS,JOHN,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1861575953,WEISS,ROBERT,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1952378127,GODWIN,LOYD,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1952506552,SASTRE,MARCOS,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1972561843,CLIFFORD,BERNARD,IA_EC_CC_2,Implementation of improvements that contribute to more timely communication of test results,Y,,,
1821060351,GOFFIN,SCOTT,IA_EC_CC_8,Implementation of documentation improvements for practice/process improvements,Y,,,
1003818436,SOUTHARD,REBECCA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1003864497,FLETCHER,MARK,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1023188869,BUREK,KELLY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1033323258,WOODBURY,ROBERT,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1043302623,PARE,GARY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1063693489,BOYLE,JAMES,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1104856921,GOWDA,MADHU,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1104922202,COTTER,JANIS,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1104959832,DECESARE,JOSEPH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1114193612,CLARK,BRIAN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1144229840,BRADY,ROBERT,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1154577476,INDELICATO,MICHAEL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1164498861,DIFRANCESCA,JOSEPH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1174505507,MULDER,DAVID,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1184784126,CIARDELLA,ANTHONY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1205859865,BIER,JEREMY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1215143953,TOOSY,KAISER,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1225258643,EICKHORST,KIMBERLY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1245214311,DEGIACOMO,TERESA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1245256528,JELLINEK,NATHANIEL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1245467778,KAHANEK,NATALIE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1255395851,HUMMEL,CHRISTOPHER,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1265427009,LOMBARDI,ANTHONY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1265493183,WOLF,WALTER,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1275541773,CONUI,CARL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1275735888,MCLEOD,ANDREW,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1306820956,DUROCHER,RICHARD,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1316910185,ALPERT,LANCE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1316962236,GARG,KABUL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1316969694,MICHAELS,JASON,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1316977242,CASTIGLIONE,FRANK,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1326043332,COUNT,GARY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1326209560,LITANI,CARIN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1336121581,KROUMPOUZOS,GEORGE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1336382373,AFFONSO,JESSE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1356753974,BELDEN,SARAH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376518035,MURRAY,PAUL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376519421,ROBERTS,CAMILLE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376521476,LITVIN,YIGAL,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376557199,CARROLL,CAROLYN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376798728,DIMITROV,DIMITAR,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1376864371,MALIK,MOHSIN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1396707857,MEUNIER,ERIK,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1396949582,BEECHER,HENRY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1407144264,RODA,DOMINIC,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1407995640,ORTIZ,ROBERTO,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1417123431,BLANTON,WANDA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1417256314,ANDERSON-DOCKTER,HEIDI,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1417918053,BLACK,TAMMIE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1427041136,NI,OSCAR,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1427041904,SMITH,ANDREW,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1427053776,BUSCHER,BETH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1427088202,SINGH,ARMINDER,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1447404280,GAUTHIER,CAROLINE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1487607065,SHUTTARI,MIR,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1487653226,DELUCA,JEFFREY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1497136758,MICELI,ALYSSA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1497738330,WAKIM,W,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1497861587,SIEGEL,JUDSON,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1518042092,EGAN,KENNETH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1518349877,DE MOLL,ELLEN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1518937622,KHAIRKHAH,NAZANINE,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1518945401,BOUCHER,TINA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1538129259,STEINBERG,JEFFREY,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1538257464,LEUNG,CHRISTOPHER,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1538423272,PERICA,LAUREN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1548253172,WILLIS,JOHN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1558342790,VON HAAM,KAREN,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1558369215,MILLER,DEBRA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1568457323,BRECHER,KEITH,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1568544914,SHERLINE,NADIA,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1578502563,SIEGENBERG,DAVID,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
1578883237,ROMANOWSKY,ANDREW,IA_EC_EPA_1,Provide 24/7 Access to MIPS Eligible Clinicians or Groups Who Have Real-Time Access to Patient's Medical Record,Y,,,
